Customer Data
------------------


RPT Name: Customer
Date: 08/18/25 , Time: 15:14:45
Dr. Author: K.H Ansari


"Customer Number","Customer Name","Address","Balance","City"
4905,"High Country Sports","615 E STATE RD",4631.13,"American Fork"
4910,"It's Fantastic","2201 S WESTERN ST",31708.75,"Amarillo"
4915,"Locker Room","5807 W 45TH AVE",0,"Amarillo"
4920,"Academy Sports & Outdoors","1100 W ARBROOK BLVD",2547.09,"Arlington"
4925,"Allen Sports Ctr","801 E MAIN ST",0,"Allen"
4930,"Buck's Sporting Goods","4324 W 45TH AVE",11436.19,"Amarillo"
4935,"C D Ski & Sports","2305 S GEORGIA ST",11551.99,"Amarillo"
4940,"Hill's Sport Shop","4021 MOCKINGBIRD LN",24327.96,"Amarillo"
4945,"Sports Extreme","3117 S DANVILLE DR",0,"Abilene"
4950,"Triple Diamond Sports","811 MAIN ST",6822.39,"Alamo"
4955,"Sportsman's Bailiwick","6011 BROADWAY ST",0,"Alamo Heights"
4960,"Wright Sporting Goods","SAGEWOOD MALL Suite 24",0,"Alice"
4965,"Sports Spectrum","4421 HWY 58",11818.4,"Chattanooga"
4970,"Sports Stuff","7200 SHALLOWFORD RD",0,"Chattanooga"
4975,"Around The Plate Inc","4333 OIL BELT LN",10709.29,"Abilene"
4980,"Athletic Supply","4310 BUFFALO GAP RD",0,"Abilene"
4985,"Fast Break","5700 BRAINERD RD",0,"Chattanooga"
4990,"Hibbett Sports","312 NORTHGATE MALL",0,"Chattanooga"
4995,"Paddle Sports Inc","UNION SQ Suite 1",16138.05,"Chattanooga"
5000,"Sports Fantasy","2100 HAMILTON PLACE BLVD",32465.57,"Chattanooga"
5005,"Athletic Attic","2200 HAMILTON PLACE BLVD",0,"Chattanooga"
5010,"Athletic Shop","4022 DAYTON BLVD",0,"Chattanooga"
5015,"Chattanooga Sports","2101 W SHEPHERD RD",0,"Chattanooga"
5020,"East Ridge Sports","4330 RINGGOLD RD",28039.11,"Chattanooga"
5025,"Stateline Sporting Goods","507 MAIN ST",8380.5,"Ardmore"
5030,"Duggans Sporting Goods","CLEMMER FERRY RD",24709.55,"Benton"
5035,"Cmt Sporting Goods Co","1420 VOLUNTEER PKY",0,"Bristol"
5040,"All Star Sporting Goods","111 WATER ST",0,"Carthage"
5045,"Finish Line","5252 HICKORY HOLLOW PKY",0,"Antioch"
5050,"King Of Clubs","5204 BLUE HOLE RD",0,"Antioch"
5055,"Sport Seasons","5252 HICKORY HOLLOW PKY",0,"Antioch"
5060,"XXX Sports","5335 MOUNT VIEW RD",14461.91,"Antioch"
5065,"Austad's","2801 E 10TH ST",0,"Sioux Falls"
5070,"Dakota Sports Inc","2802 W 41ST ST",0,"Sioux Falls"
5075,"Dauby's Sport Shop","2720 W 41ST ST",19395.5,"Sioux Falls"
5080,"Pokey's & Sports","332 S CALDERWOOD ST",30158.76,"Alcoa"
5085,"Champ's Sporting Goods","5252 HICKORY HOLLOW PKY",18234.28,"Antioch"
5090,"Scheels All Sports","2200 N MAPLE AVE",17457.18,"Rapid City"
5095,"Sports Unlimited","2120 W MAIN ST Suite 9",0,"Rapid City"
5100,"Stadium Sports","2255 N HAINES AVE",0,"Rapid City"
5105,"Athletic Edge","4001 W 41ST ST",6537.05,"Sioux Falls"
5110,"Capital Sports","361 S PIERRE ST",0,"Pierre"
5115,"Adventure Sport","1705 W MAIN ST",27235,"Rapid City"
5120,"Athletics North","2202 N MAPLE AVE",0,"Rapid City"
5125,"Dakotamart Outdoor Sports","755 E DISK DR",28535.41,"Rapid City"
5130,"Coach's Too Sporting Goods","218 S SPLITROCK BLVD Suite 155",0,"Brandon"
5135,"Granite Sports","195 MAIN ST",25689.86,"Hill City"
5140,"Kohn's Sports Shop","205 MAIN AVE",0,"Lemmon"
5145,"Harve's Sport Shop","213 N MAIN ST",0,"Mitchell"
5150,"Tiger Sports Shop","364 COLLEGE AVE",17397.44,"Clemson"
5155,"Hendrix's Sporting Goods","202 E WILLARD RD",0,"Clinton"
5160,"Columbia Sports","254 HARBISON BLVD",0,"Columbia"
5165,"All Dakota Sporting Goods Inc","224 S MAIN ST",0,"Aberdeen"
5170,"Sodak Bait & Sport Shop","850 S HWY 281",0,"Aberdeen"
5175,"Howards Sports","833 STATE ST",0,"Cayce"
5180,"Extra Mile","336 KING ST",0,"Charleston"
5185,"Maxx'd Out","792 FOLLY RD",0,"Charleston"
5190,"R & M Sporting Goods","2060 SAM RITTENBERG BLVD Suite 112",1476.64,"Charleston"
5195,"Tri-county Sports","2008 MAIN ST",0,"Barnwell"
5200,"Sportsman Shop","250 ROBERT SMALLS PKY",0,"Beaufort"
5205,"Brad's Outdoor Emporium","REYNOLDS RD",0,"Blackville"
5210,"Sports Connection","2511 BROAD ST",0,"Camden"
5215,"Jim Hanna Sports","316 RICHLAND AVE W",7349.09,"Aiken"
5220,"Rinehart's Sporting Goods","244 EASTGATE DR",0,"Aiken"
5225,"Champs Sports","3131 N MAIN ST",0,"Anderson"
5230,"Dillard's Sport Ctr","2617 S MAIN ST",24878.06,"Anderson"
5235,"Skater's Edge Pro Shop","285 CORYS LN",27243.04,"Portsmouth"
5240,"Courts Sporting Goods","1017 SMITH ST",5951.71,"Providence"
5245,"Abbeville Sporting G","123 CT SQ",33226.34,"Abbeville"
5250,"Aiken Sporting Goods","120 LAURENS ST NW",8424.96,"Aiken"
5255,"Hibbett Sports","2441 WHISKEY RD",0,"Aiken"
5260,"Northern Calls Inc","PO BOX 720",0,"North Kingstown"
5265,"Titan Sporting Goods Inc","135 FRENCHTOWN RD",31300.9,"North Kingstown"
5270,"Dicks Sport & Hobby Shop","460 SMITHFIELD AVE",0,"Pawtucket"
5275,"On Target Sports","89 MAIN",8556.74,"Harrisville"
5280,"Capitol Game Place","GEORGE WASHINGTON HWY",0,"Lincoln"
5285,"Dmk Sports Pro Shop","8 COURT DR",656.73,"Lincoln"
5290,"Island Sports","86 AQUIDNECK AVE",0,"Middletown"
5295,"Instant Replay","10 MARLBOROUGH ST",7868.89,"Newport"
5300,"Elmwood Sports Ctr Inc","1553 ELMWOOD AVE",27168.26,"Cranston"
5305,"Herman's World-sporting Goods","1400 OAKLAWN AVE",15430.46,"Cranston"
5310,"Cadden's Sportstown","1000 MENDON RD",0,"Cumberland"
5315,"Kickin' Sports","778 MAIN ST",15500.77,"East Greenwich"
5320,"Kettering Sporting Goods","104 W MAIN ST",0,"Annville"
5325,"Gamma Sports","1605 QUARRY LN",0,"Apollo"
5330,"Outdoor Store","654 RT 66",13874.32,"Apollo"
5335,"Silva's Sports Soccer Spec","108 TUPELO ST",0,"Bristol"
5340,"Dunham's Discount Sports","PLANK RD & ORCHARD AVE",0,"Altoona"
5345,"J K Sports","1600 9TH AVE",21385.87,"Altoona"
5350,"Sports Arena","317 E PLEASANT VALLEY BLVD",14158.52,"Altoona"
5355,"Unkel Joe's Woodshed","3415 PLEASANT VALLEY BLVD",24920.6,"Altoona"
5360,"Sol's Store Of Ambridge","601 MERCHANT ST",0,"Ambridge"
5365,"Sports Fever","3440 LEHIGH ST",21515.54,"Allentown"
5370,"Sports Locker","209 W TILGHMAN ST",23368.95,"Allentown"
5375,"Hill's Sports Ctr & Store","RR 1 BOX 106",0,"Allenwood"
5380,"Ceglar Sports","624 LEHIGH LN",26045.23,"Altoona"
5385,"Franklin Sporting Goods","327 FRANKLIN AVE",0,"Aliquippa"
5390,"Vit's Sporting Goods","3127 BRADBURY DR",2.36,"Aliquippa"
5395,"Gebhardt's","1010 AIRPORT RD",20499.89,"Allentown"
5400,"Karess & Reich","215 N 9TH ST",0,"Allentown"
5405,"Supply Depot","310 SE RAILROAD ST",0,"Bend"
5410,"Tri Mountain Sports","815 NW WALL ST",0,"Bend"
5415,"Brookings Sports Unlimited","625 CHETCO AVE",26821.7,"Brookings"
5420,"Escape Hatch Sports & Cycle","642 RAILROAD ST",0,"Brookings"
5425,"Pine Point Ski & Sport","ROUTE 903",6871.07,"Albrightsville"
5430,"Deschutes Products","20310 EMPIRE BLVD Suite 00",0,"Bend"
5435,"Second Season Sports","131 NE GREENWOOD AVE",0,"Bend"
5440,"Stone's Ski & Sports","345 SW CENTURY DR",14057.4,"Bend"
5445,"Stowell's Ski & Sport","926 NE GREENWOOD AVE",13719.23,"Bend"
5450,"Copeland Sports","11959 SW CANYON RD",0,"Beaverton"
5455,"North Shore Surf & Sport","12400 SW BROADWAY ST",0,"Beaverton"
5460,"Players Racquet Shop","4450 SW HALL BLVD",0,"Beaverton"
5465,"Bend Bandits Merchandise","PO BOX 1027",4793.45,"Bend"
5470,"G I Joe's Inc","2000 14TH AVE SE",28433.36,"Albany"
5475,"Lithia Sports Ltd","393 E MAIN ST",0,"Ashland"
5480,"Coast Fitness","1230 MARINE DR",0,"Astoria"
5485,"Charlie's Outdoor Specialties","3897 10TH ST",0,"Baker City"
5490,"Athletic Department","3255 SW CEDAR HILLS BLVD",0,"Beaverton"
5495,"Action Sports","907 S 10TH ST",0,"Clinton"
5500,"Cushing Sporting Goods","118 E BROADWAY ST",0,"Cushing"
5505,"Sport Shot","2336 E MAIN ST",0,"Cushing"
5510,"Anderson's Sporting Goods Inc","1959 14TH AVE SE",23238.97,"Albany"
5515,"Larry Black Sporting Goods","1001 S MAIN ST",7347.25,"Broken Arrow"
5520,"Wesley's Sporting Goods","100 BUFFALO",29285.34,"Caddo"
5525,"Jocks Nitch Sporting Goods","1019 W WILL ROGERS BLVD",7810.94,"Claremore"
5530,"Lucky Starr Sport Shop","113 S MONROE",13359.22,"Braggs"
5535,"Tallent's Sport Shop","200 W 2ND AVE",10471.03,"Bristow"
5540,"All American Pro Shop","1800 S ASPEN AVE",0,"Broken Arrow"
5545,"Buck's Sporting Goods","825 N ASPEN AVE",0,"Broken Arrow"
5550,"Coaches Corner","120 W MAIN ST",26146.53,"Ardmore"
5555,"Curtis Sports Inc","222 SE FRANK PHILLIPS BLVD",3434.64,"Bartlesville"
5560,"C & J Sporting Goods","6604 NW 38TH ST",8180.44,"Bethany"
5565,"Sport Spot","115 N MAIN ST",0,"Blackwell"
5570,"Sports Plus Inc","140 S MAIN ST",8975.8,"Bellefontaine"
5575,"Sportsman","218 E MAIN ST",17248.9,"Ada"
5580,"Littlefield's Sporting Goods","125 & 85-A",14502.25,"Afton"
5585,"Super Sports","1311 N GRADY ST",30761.19,"Altus"
5590,"Sexton's Sport Ctr","HIGHWAY 62 S",7858.87,"Apache"
5595,"Barn Out Back","36317 DETROIT RD",0,"Avon"
5600,"All About Sports","3334 NEW GERMANY TREBEIN RD",2339.49,"Beavercreek"
5605,"Bizzari Brothers Sportswear","3432 BELMONT ST",0,"Bellaire"
5610,"Outpost","5257 DOVER RD",0,"Apple Creek"
5615,"Gill's Surf & Sport","1010 BRIDGE ST",0,"Ashtabula"
5620,"Ronicks Sports & Apparel","1261 HARMON RD",0,"Ashtabula"
5625,"Sports & Sports","1214 LAKE AVE",186.52,"Ashtabula"
5630,"Sun Valley Sports Inc","3900 MEDINA RD",0,"Akron"
5635,"Vip Sports","1579 PLZ BLVD",0,"Akron"
5640,"World Of Weights Inc","2301 MANCHESTER RD",0,"Akron"
5645,"Duggle Bag Inc","1180 W STATE ST",0,"Alliance"
5650,"Sports Connection","17 W MAIN ST",0,"Amelia"
5655,"Koenig Sporting Goods","3265 W MARKET ST Suite 106",0,"Akron"
5660,"Kranker King Inc","1324 COPLEY RD",0,"Akron"
5665,"M C Sports","3889 W MARKET ST",15225.23,"Akron"
5670,"Pronio Sports","225 W EXCH ST",24529,"Akron"
5675,"Sporting Experience","8021 STATE RT 12",6478.21,"Barneveld"
5680,"Ais Sports","529 GRANT ST",0,"Akron"
5685,"Akron Sport Shack","550 CANTON RD",0,"Akron"
5690,"Finish Line","3265 W MARKET ST",0,"Akron"
5695,"Thurston Sports Inc","TURNPIKE RD",22877.73,"Auburn"
5700,"Sport's Shack","101 DEER PARK AVE",15409.73,"Babylon"
5705,"All Seasons Sportarama","2417 GRAND AVE",0,"Baldwin"
5710,"Sportsland Bk","1199 GRAND AVE",0,"Baldwin"
5715,"Mountain Sports","ROUTE 12",6699.13,"Barneveld"
5720,"Port Of Sports Ski Shops","3973 HARLEM RD",13544.39,"Amherst"
5725,"Amityville Harbor Sports Ctr","363 MERRICK RD",0,"Amityville"
5730,"Betz's Sport Shop","ROUTE 28",24742,"Arkville"
5735,"Bob Nolan's Sporting Goods Co","41 GENESEE ST",0,"Auburn"
5740,"Herman's World-sporting Goods","1425 CENTRAL AVE Suite 262",0,"Albany"
5745,"Klein's All Sports","1 CROSSGATES MALL RD",0,"Albany"
5750,"Four Seasons Sports Ctr","BROWNS CORNERS",16678.44,"Alexandria Bay"
5755,"Alfred Sports Ctr","3 N MAIN ST",0,"Alfred"
5760,"Las Vegas Sports Ctr","410 FREMONT ST",0,"Las Vegas"
5765,"M & G Sporting Goods Inc","3111 S VALLEY VIEW BLVD Suite 105",0,"Las Vegas"
5770,"Vic De Mayo's Inc","ROUTE 209",0,"Accord"
5775,"Kinne's Sports Shop","6689 ALLEGANY RD",25169.25,"Alabama"
5780,"Champs Sports","3454 S MARYLAND PKY",0,"Las Vegas"
5785,"Desert Rock Sports","8201 W CHARLESTON BLVD",0,"Las Vegas"
5790,"Holiday Hockey & Sport","4611 N RANCHO DR",34756.25,"Las Vegas"
5795,"Jock Shop","5785 W SAHARA AVE",23646.92,"Las Vegas"
5800,"Las Vegas Sports","3071 N RAINBOW BLVD",0,"Las Vegas"
5805,"Sportco Sporting Goods Inc","2803 N GREEN VALLEY PKY",0,"Henderson"
5810,"Warren Sports","1826 PAPRIKA WAY",29211.95,"Henderson"
5815,"Big 5 Sporting Goods","2797 S MARYLAND PKY",20560.95,"Las Vegas"
5820,"Call It Class","3827 E SUNSET RD",0,"Las Vegas"
5825,"Sporting Rage","3827 S CARSON ST",30732.13,"Carson City"
5830,"Northwest Sports","302 GROSH AVE",31245.48,"Dayton"
5835,"Donnelley Sports","460 IDAHO ST",5752.52,"Elko"
5840,"Sports Hound","2562 IDAHO ST",0,"Elko"
5845,"Sportsworld","189 AULTMAN ST",0,"Ely"
5850,"Sportz Outdoor","6915 MONTGOMERY BLVD NE",0,"Albuquerque"
5855,"Mountain Sports","3596 CENTRO PLZ",35657.59,"Angel Fire"
5860,"Artesia Sports","325 W MAIN ST",0,"Artesia"
5865,"One Mountain Sports","4375 S CARSON ST",0,"Carson City"
5870,"Southwest Sporting Goods","2400 MENAUL BLVD NE",0,"Albuquerque"
5875,"Sports 'n More","3713 ISLETA BLVD SW",0,"Albuquerque"
5880,"Sports Galore","5600 MCLEOD RD NE",4210.69,"Albuquerque"
5885,"Sports Mania","11213 MENAUL BLVD NE",647.24,"Albuquerque"
5890,"Sports Zone","11200 MONTGOMERY BLVD NE",0,"Albuquerque"
5895,"Lobo Store At The Pit","1111 UNIVERSITY BLVD SE",12922.17,"Albuquerque"
5900,"Play It Again Sports","2720 CENTRAL AVE SE",0,"Albuquerque"
5905,"Scoreboard","3503 LOMAS BLVD NE",14891.08,"Albuquerque"
5910,"Champs Sports","6600 MENAUL BLVD NE",0,"Albuquerque"
5915,"Charlie's Sporting Goods","7401 NE MENAUL BLVD",0,"Albuquerque"
5920,"Gardenswartz Team Sales","2437 MENAUL BLVD NE",342.99,"Albuquerque"
5925,"Outdoor Adventures","1516 10TH ST",0,"Alamogordo"
5930,"Winners' Circle","1201 10TH ST",0,"Alamogordo"
5935,"Batter's Edge","630 SUNSET RD SW",0,"Albuquerque"
5940,"Big 5 Sporting Goods","2720 SAN MATEO BLVD NE",12648.94,"Albuquerque"
5945,"Brace-up","3244 SAN MATEO BLVD NE",0,"Albuquerque"
5950,"Jfd Sports","16 MOLTER PL",0,"Bloomfield"
5955,"Efinger Sporting Goods Co","513 W UNION AVE",0,"Bound Brook"
5960,"Stokes Forest Sports Shop","29 US HWY S",0,"Branchville"
5965,"All Sport","11 PRINCETON AVE",0,"Brick"
5970,"Roberts Sports Corner","2 OLCOTT SQ",2842.28,"Bernardsville"
5975,"Rich's World Of Sports","155 STATE RT 94",0,"Blairstown"
5980,"Inside Out","493 RT 46",0,"Belvidere"
5985,"Bergenfield Sport Ctr","40 S WASHINGTON AVE",21404.63,"Bergenfield"
5990,"Sport's Page","5 SPRINGFIELD AVE",0,"Berkeley Heights"
5995,"Howard's Sporting Goods","41 CLEMENTON RD",21661.62,"Berlin"
6000,"Sportsmen's Paradise Inc","471 WHITE HORSE PIKE",0,"Atco"
6005,"Skylands Park","RT 565 ROSS' CORNER",14667.2,"Augusta"
6010,"All Star Sport Ctr","536 BROADWAY",0,"Bayonne"
6015,"D & S Sports","313 WATER ST",10510.63,"Belvidere"
6020,"Franconia Sport Shop","MAIN ST",0,"Franconia"
6025,"Tonto Sports","FARMERS LN",19336.62,"Freedom"
6030,"Sports Fanatic","238 E RIDGEWOOD AVE",19770.89,"Absecon"
6035,"Champs Sports","ROUTE 66 & 35",0,"Asbury Park"
6040,"Sports Stuff Inc","8 HALL ST",4417.58,"Concord"
6045,"True Sport Inc","8 LOUDON RD",0,"Concord"
6050,"Waite Sports Specialists","12 N MAIN ST",0,"Concord"
6055,"Covered Bridge Sport Shop","17 NEW ROCHESTER RD",0,"Dover"
6060,"Exeter Sports Shop","83 PORTSMOUTH AVE",0,"Exeter"
6065,"C2 Board Shop","1845 ROUTE 16",0,"Center Ossipee"
6070,"Ducret's Sporting Goods","140 MAIN ST",0,"Colebrook"
6075,"Everett Sports Ctr","8 LOUDON RD",18173.09,"Concord"
6080,"Olympia Sports Ctr","270 LOUDON RD Suite 1260",0,"Concord"
6085,"Ben's Ski & Sports Ctr","1856 HUTCHINS ST",0,"Berlin"
6090,"Sport-about Charlie","554 HILLSBORO ST",0,"Berlin"
6095,"Twin River Sports Shop","ROUTE 3A NORTH ST",0,"Bristol"
6100,"Nebraska Sporting Goods","932 E 23RD ST",0,"Fremont"
6105,"Marty's Sport It","IVES RD",0,"Andover"
6110,"Place In The Woods Sporting","128 CONCORD ST",0,"Antrim"
6115,"Mvp Sports","S RIVER RD",0,"Bedford"
6120,"Klaus' Ski & Sport","560 US HIGHWAY 3",20270.2,"Belmont"
6125,"Tweet's Sport Shop","2513 13TH ST",0,"Columbus"
6130,"K H's Sports Shop","1206 MAIN AVE",0,"Crete"
6135,"Bedlan's Sporting Goods Inc","1318 E ST",13578.08,"Fairbury"
6140,"Lou's Sporting Goods","523 N MAIN ST",0,"Fremont"
6145,"Team Spirit","1001 FORT CROOK RD N",12569.98,"Bellevue"
6150,"Coast To Coast Store","1737 WASHINGTON ST",10480.66,"Blair"
6155,"Scheffler Sporting Goods","1647 WASHINGTON ST",0,"Blair"
6160,"Dad's Calamus East","220 N 13TH",17709.43,"Burwell"
6165,"Sport Shop","826 CENTRAL AVE",9927.79,"Auburn"
6170,"Wilson Sports","1219 M ST",13836.58,"Aurora"
6175,"Bassett Sporting Goods","309 AUGUSTA AVE",29233.49,"Bassett"
6180,"Dawg's Hut","516 CT ST",0,"Beatrice"
6185,"Uhl's Sporting Goods","204 N 5TH ST",0,"Beatrice"
6190,"Goodroad Sports","121 2ND ST SW",0,"Jamestown"
6195,"Sportsmans Supply Depot","6828 HWY 32 Suite A",37350.38,"Lisbon"
6200,"Discount Sports","644 E 4TH ST",0,"Ainsworth"
6205,"Athletics Plus","409 NEBRASKA AVE",11470.43,"Arapahoe"
6210,"Sports Den","2702 BROADWAY",0,"Fargo"
6215,"Stan Kostka Sporting Goods","606 MAIN AVE",13388.22,"Fargo"
6220,"Bill's Sports","22 N MAIN ST",0,"Garrison"
6225,"Gerrells Sports Ctr Inc","1004 S WASHINGTON ST",18710.62,"Grand Forks"
6230,"Team Spirit","2800 S COLUMBIA RD",0,"Grand Forks"
6235,"Outdoorsman","4101 13TH AVE S",29278.66,"Fargo"
6240,"Push Pedal Pull","4101 13TH AVE SW",0,"Fargo"
6245,"Scheels All Sports","3202 13TH AVE S",0,"Fargo"
6250,"Scheels Sport Shops","3902 S 13TH AVE Suite 139",0,"Fargo"
6255,"Carrington All Sports","321 4TH AVE S",0,"Carrington"
6260,"He-mart","100 MAIN ST",7438.13,"Cavalier"
6265,"Gerrells Sports Ctr","415 4TH ST",0,"Devils Lake"
6270,"Big Sky Athlete Inc","1681 3RD AVE W",0,"Dickinson"
6275,"Uptown Athletics","300 FOREST GATE SHPG CTR",0,"Brevard"
6280,"Riverfront Sports Inc","502 RIVERSIDE PARK RD",35440.37,"Bismarck"
6285,"Scheels All Sports","802 KIRKWOOD MALL",15806.9,"Bismarck"
6290,"Sioux Sporting Goods Co","510 E BROADWAY AVE",0,"Bismarck"
6295,"We're Good Sports","1203 MAIN ST",0,"Blowing Rock"
6300,"Sage Sport","1180 BLOWING ROCK RD",0,"Boone"
6305,"Sports Fanatic","BOONE MALL B-2",0,"Boone"
6310,"Marcum's","620 GREENVILLE HWY",1612.35,"Brevard"
6315,"Windsurfing Hatteras","HIGHWAY 12",0,"Avon"
6320,"Dan's Sporting Goods","12 BUFFALO RD W",25154.39,"Bennett"
6325,"Goshen Supply Co","114 N KENNEDY RD",0,"Beulaville"
6330,"Sherman's Sports","3 S TUNNEL RD",8590.6,"Asheville"
6335,"Sportstuff","333 MERRIMON AVE",34106.5,"Asheville"
6340,"Wnc Sporting Goods","202 ASHELAND AVE",0,"Asheville"
6345,"Hatteras Wind & Surf","HIGHWAY 12",25759.95,"Avon"
6350,"Kitty Hawk Sports Inc","",16914.8,"Avon"
6355,"Sportwerks","512 S FAYETTEVILLE ST",0,"Asheboro"
6360,"Williams Sportsman Ctr","1545 NC HWY S",0,"Asheboro"
6365,"Cheese's All Pro Sports","100 COXE AVE",0,"Asheville"
6370,"Legends Sporting Goods","3 S TUNNEL RD",9021.46,"Asheville"
6375,"Coyotes Den Sports Shop","PO BOX 239",1199.93,"Chester"
6380,"Outback Sports","231 W MAIN ST",0,"Albemarle"
6385,"Young Guns Inc","813 E WILLIAMS ST",11279.21,"Apex"
6390,"Sports Attic","520 E DIXIE DR",0,"Asheboro"
6395,"Chalet Sports","108 W MAIN ST",0,"Bozeman"
6400,"Second Wind Sports","234 E MENDENHALL ST",4494.34,"Bozeman"
6405,"Sports Shack","2825 W MAIN ST",0,"Bozeman"
6410,"Fran Johnson's Sports Shop","1957 HARRISON AVE",6934.72,"Butte"
6415,"Sport Karate Supply","1603 GRAND AVE",0,"Billings"
6420,"Sunshine Sports","1144 GRAND AVE",0,"Billings"
6425,"Time Out Sports Inc","1603 GRAND AVE",0,"Billings"
6430,"Universal Athletic Svc","24 24TH ST W",15951.71,"Billings"
6435,"Arnies Team Sports","402 CUSTER AVE",0,"Billings"
6440,"Big Bear Sports Ctr","300 S 24TH ST W",0,"Billings"
6445,"Champs Sports","300 S 24TH ST W",16725.05,"Billings"
6450,"Scheels Sport Shops","1233 24TH ST W",0,"Billings"
6455,"Varsity Sports","218 E COMMERCIAL ST",0,"Anaconda"
6460,"Spas & Sports Unlimited","15 W MAIN ST",27764.51,"Belgrade"
6465,"Bob's Sport Shop","230 MCCLOUD",0,"Big Timber"
6470,"Sports Additions","1404 OLD ABERDEEN RD",39314.72,"Columbus"
6475,"Sports Specialty","313 MAIN ST",17431.29,"Columbus"
6480,"Lonnie's Sporting Goods","2017 E SHILOH RD",0,"Corinth"
6485,"Winner's Circle Inc","1009 HWY 72 E",12312.53,"Corinth"
6490,"Rainbow Sporting Goods","605 E PARK ST",0,"Anaconda"
6495,"Columbia Sporting Goods","321 2ND ST",9464.9,"Columbia"
6500,"Cricket Box Sports Ctr","HIGHWAY 35 N BYP",0,"Columbia"
6505,"Smith Brothers Sporting Goods","700 MAIN ST",0,"Columbia"
6510,"Hibbett Sports","1404 OLD ABERDEEN RD",23130.74,"Columbus"
6515,"Sullivan's Sports World","208 HWY 51 S",0,"Brookhaven"
6520,"Sport Shop","904 E PEACE ST",0,"Canton"
6525,"Johnson's Sporting Goods","116 W MAIN ST",12019.62,"Charleston"
6530,"Campassi Sporting Goods","HIGHWAY 61 S",32183.89,"Clarksdale"
6535,"Sports Centre","203 3RD ST N",23175.57,"Amory"
6540,"Gulf Sports","2600 BEACH BLVD",0,"Biloxi"
6545,"Sport-about Inc","319 CAILLAVET ST",25052.05,"Biloxi"
6550,"Hi Five Sports Inc","315 CROSSGATES BLVD",0,"Brandon"
6555,"Dane's Sports & Marine Ctr","138 W CHEROKEE ST",0,"Brookhaven"
6560,"W W's Sports World","RR 2",7572.34,"Butler"
6565,"Altenthal Sporting Goods","2001 INDEPENDENCE ST",20673.91,"Cape Girardeau"
6570,"Bill Williams Sporting Goods","205 MAIN ST N",0,"Amory"
6575,"Reagan's Sports Ctr","309 MAIN ST",0,"Boonville"
6580,"Rawlings Sporting Goods","1000 PATTON ASH DR",0,"Branson"
6585,"Sports Authority","11982 ST CHARLES ROCK RD",0,"Bridgeton"
6590,"Bill's Sport Shop","18 N DELAWARE ST",0,"Butler"
6595,"Liddle Sport Shop Inc","1117 W MAIN ST",10217.69,"Blue Springs"
6600,"Priddy Athletic","1116 N WOODS CHAPEL RD",0,"Blue Springs"
6605,"Sports Plus","1412 S STATE RT 7",24117.62,"Blue Springs"
6610,"Sports Specialist","921 S STATE RT 7",9491.31,"Blue Springs"
6615,"Bogard Sporting Goods","111 E 3RD ST",38807.95,"Bogard"
6620,"L & M Athletic Goods","1510 S ELLIOTT AVE",20897.81,"Aurora"
6625,"Sports Authority","13961 MANCHESTER RD",18134.53,"Ballwin"
6630,"Sports Replay","15342 MANCHESTER RD",0,"Ballwin"
6635,"Spirit Shoppe","104 N US HWY",9812.72,"Bethany"
6640,"Broken In Sports","320 5TH AVE N",0,"Bayport"
6645,"Beaver Bay Sports Shop","HIGHWAY 61 E",0,"Beaver Bay"
6650,"Bluewater Bait & Sports","801 WASHINGTON AVE SE",0,"Bemidji"
6655,"Arcadia Sporting Goods","HIGHWAY 21 & 72",894.38,"Arcadia"
6660,"Barry's Up North","219 MAIN ST N",5037.77,"Aurora"
6665,"Games People Play","701 18TH AVE NW",0,"Austin"
6670,"South Central Athlete","209 N MAIN ST",13404.17,"Austin"
6675,"Crandall's Sports","HIGHWAY 2",0,"Bagley"
6680,"Elmer's Sportsmen's Ctr","107 E MAIN ST",0,"Baudette"
6685,"Mr Sports","7587 148TH ST W",0,"Apple Valley"
6690,"Sherm's Sporting Goods","",0,"Apple Valley"
6695,"Westwood Sports","14805 GRANADA AVE",3579.45,"Apple Valley"
6700,"Tiger City Sports","128 S BROADWAY AVE",14456.58,"Albert Lea"
6705,"K & K Sports","123 3RD AVE E",8957.29,"Alexandria"
6710,"Play It Again Sports","609 BROADWAY ST",0,"Alexandria"
6715,"Sports Magic","3015 HWY 29 S",0,"Alexandria"
6720,"C & S Sports Ctr","1414 W NIELSON RD",0,"Sanford"
6725,"Jrry's Sport Shop","152 E SAGINAW RD",33848.28,"Sanford"
6730,"Leitz Sports Ctr","2512 I 75 BUSINESS SPUR",0,"Sault Ste Marie"
6735,"Bill's Sportman's Svc","HC 7 BOX 179",9553.78,"Aitkin"
6740,"All Area Sports","341 RAILROAD AVE",26208.31,"Albany"
6745,"Sports Necessities","806 N EMILY ST",2317.54,"Ludington"
6750,"Dunhams Discount Sports","29411 JOHN R RD",0,"Madison Heights"
6755,"M C Sports","1982 W GRAND RIVER AVE",0,"Okemos"
6760,"Saline Sports Shack","435 E MICHIGAN AVE",0,"Saline"
6765,"Reynolds & Sons Sporting Goods","12 MONROE CTR NW",0,"Grand Rapids"
6770,"Schupbach's Sporting Goods","141 W PEARL ST",0,"Jackson"
6775,"Grand River Sports","2175 TIMBERLANE DR",32471,"Jenison"
6780,"Pere Marquette Sport Ctr","214 W LUDINGTON AVE",0,"Ludington"
